Tarih;SKU;Ürün;Kategori;Adet;Birim Fiyat;Ciro;Maliyet;İskonto;İade;Kanal;Müşteri No
2026-02-07;EVT-003;Ev Tekstili 3;Ev Tekstili;3;869,00;2596,92;1303,50;10,08;Hayır;Pazaryeri;MUS-0193
2026-02-07;AKS-001;Aksesuar 1;Aksesuar;2;52,00;98,07;46,80;5,93;Hayır;Mağaza;MUS-0044
2026-02-07;AKS-005;Aksesuar 5;Aksesuar;3;186,00;550,13;251,10;7,87;Hayır;Web;MUS-0145
2026-02-07;GIY-002;Giyim Ürünü 2;Giyim;2;629,00;1222,49;691,90;35,51;Hayır;Web;MUS-0265
2026-02-07;AYK-003;Ayakkabı 3;Ayakkabı;2;1367,00;2588,07;1640,40;145,93;Hayır;Web;MUS-0287
2026-02-07;GIY-001;Giyim Ürünü 1;Giyim;2;555,00;1105,10;610,50;4,90;Hayır;Mağaza;MUS-0083
2026-02-07;AYK-002;Ayakkabı 2;Ayakkabı;3;999,00;2908,01;1798,20;88,99;Hayır;Web;MUS-0003
2026-02-07;AKS-003;Aksesuar 3;Aksesuar;2;86,00;162,13;77,40;9,87;Hayır;Pazaryeri;MUS-0188
2026-02-07;GIY-001;Giyim Ürünü 1;Giyim;1;194,00;192,89;106,70;1,11;Hayır;Pazaryeri;MUS-0090
2026-02-07;EVT-004;Ev Tekstili 4;Ev Tekstili;2;676,00;1305,28;676,00;46,72;Hayır;Web;MUS-0195
2026-02-07;EVT-003;Ev Tekstili 3;Ev Tekstili;2;254,00;499,49;254,00;8,51;Hayır;Pazaryeri;MUS-0112
2026-02-07;EVT-004;Ev Tekstili 4;Ev Tekstili;1;689,00;662,62;344,50;26,38;Hayır;Web;MUS-0158
2026-02-07;GIY-002;Giyim Ürünü 2;Giyim;1;447,00;444,36;245,85;2,64;Hayır;Mağaza;MUS-0231
2026-02-07;GIY-002;Giyim Ürünü 2;Giyim;3;213,00;611,57;351,45;27,43;Hayır;Pazaryeri;MUS-0146
2026-02-08;GIY-003;Giyim Ürünü 3;Giyim;2;667,00;1328,73;733,70;5,27;Hayır;Mağaza;MUS-0340
2026-02-08;AKS-005;Aksesuar 5;Aksesuar;2;346,00;641,20;311,40;50,80;Hayır;Mağaza;MUS-0163
2026-02-08;ELK-004;Elektronik 4;Elektronik;1;2959,00;2826,71;2367,20;132,29;Hayır;Mağaza;MUS-0214
2026-02-08;AKS-002;Aksesuar 2;Aksesuar;3;137,00;408,50;184,95;2,50;Hayır;Web;MUS-0265
2026-02-08;AKS-003;Aksesuar 3;Aksesuar;1;50,00;49,80;22,50;0,20;Hayır;Mağaza;MUS-0321
2026-02-08;AKS-004;Aksesuar 4;Aksesuar;3;90,00;265,26;121,50;4,74;Hayır;Mağaza;MUS-0306
2026-02-08;GIY-003;Giyim Ürünü 3;Giyim;3;379,00;1127,98;625,35;9,02;Hayır;Web;MUS-0180
2026-02-08;AYK-005;Ayakkabı 5;Ayakkabı;1;328,00;305,38;196,80;22,62;Hayır;Mağaza;MUS-0136
2026-02-08;EVT-002;Ev Tekstili 2;Ev Tekstili;3;145,00;422,60;217,50;12,40;Hayır;Mağaza;MUS-0010
2026-02-08;EVT-003;Ev Tekstili 3;Ev Tekstili;3;166,00;461,58;249,00;36,42;Hayır;Pazaryeri;MUS-0016
2026-02-08;AKS-004;Aksesuar 4;Aksesuar;1;178,00;168,00;80,10;10,00;Hayır;Mağaza;MUS-0340
2026-02-08;AKS-002;Aksesuar 2;Aksesuar;2;51,00;99,15;45,90;2,85;Hayır;Mağaza;MUS-0298
2026-02-08;ELK-003;Elektronik 3;Elektronik;3;1823,00;5178,39;4375,20;290,61;Hayır;Pazaryeri;MUS-0166
2026-02-08;EVT-004;Ev Tekstili 4;Ev Tekstili;2;128,00;253,98;128,00;2,02;Hayır;Pazaryeri;MUS-0231
2026-02-08;AKS-003;Aksesuar 3;Aksesuar;1;160,00;153,68;72,00;6,32;Hayır;Pazaryeri;MUS-0343
2026-02-08;GIY-004;Giyim Ürünü 4;Giyim;2;386,00;745,71;424,60;26,29;Hayır;Mağaza;MUS-0282
2026-02-08;GIY-003;Giyim Ürünü 3;Giyim;1;170,00;161,63;93,50;8,37;Hayır;Pazaryeri;MUS-0096
2026-02-08;AYK-004;Ayakkabı 4;Ayakkabı;1;412,00;393,09;247,20;18,91;Hayır;Pazaryeri;MUS-0085
2026-02-08;AKS-001;Aksesuar 1;Aksesuar;3;71,00;203,21;95,85;9,79;Hayır;Web;MUS-0110
2026-02-08;ELK-004;Elektronik 4;Elektronik;3;2186,00;6385,11;5246,40;172,89;Hayır;Pazaryeri;MUS-0221
2026-02-08;AKS-003;Aksesuar 3;Aksesuar;1;119,00;115,12;53,55;3,88;Hayır;Pazaryeri;MUS-0337
2026-02-09;GIY-004;Giyim Ürünü 4;Giyim;1;616,00;610,61;338,80;5,39;Hayır;Web;MUS-0169
2026-02-09;AKS-002;Aksesuar 2;Aksesuar;1;103,00;99,46;46,35;3,54;Hayır;Mağaza;MUS-0180
2026-02-09;AKS-005;Aksesuar 5;Aksesuar;1;67,00;66,46;30,15;0,54;Hayır;Mağaza;MUS-0331
2026-02-09;EVT-004;Ev Tekstili 4;Ev Tekstili;2;546,00;1020,14;546,00;71,86;Hayır;Mağaza;MUS-0316
2026-02-09;GIY-002;Giyim Ürünü 2;Giyim;1;171,00;167,59;94,05;3,41;Hayır;Pazaryeri;MUS-0232
2026-02-09;EVT-005;Ev Tekstili 5;Ev Tekstili;3;794,00;2244,71;1191,00;137,29;Hayır;Pazaryeri;MUS-0204
2026-02-09;EVT-001;Ev Tekstili 1;Ev Tekstili;1;520,00;482,53;260,00;37,47;Hayır;Mağaza;MUS-0218
2026-02-09;ELK-002;Elektronik 2;Elektronik;2;4751,00;9288,50;7601,60;213,50;Hayır;Pazaryeri;MUS-0271
2026-02-09;GIY-003;Giyim Ürünü 3;Giyim;1;484,00;475,77;266,20;8,23;Hayır;Web;MUS-0046
2026-02-09;GIY-004;Giyim Ürünü 4;Giyim;3;452,00;1349,82;745,80;6,18;Hayır;Pazaryeri;MUS-0191
2026-02-09;AYK-003;Ayakkabı 3;Ayakkabı;3;1093,00;3089,49;1967,40;189,51;Hayır;Mağaza;MUS-0106
2026-02-09;EVT-003;Ev Tekstili 3;Ev Tekstili;2;163,00;300,66;163,00;25,34;Hayır;Web;MUS-0341
2026-02-09;AYK-004;Ayakkabı 4;Ayakkabı;1;1193,00;1180,31;715,80;12,69;Hayır;Web;MUS-0073
2026-02-09;ELK-002;Elektronik 2;Elektronik;2;3295,00;6074,75;5272,00;515,25;Hayır;Pazaryeri;MUS-0002
2026-02-09;EVT-002;Ev Tekstili 2;Ev Tekstili;3;674,00;1877,41;1011,00;144,59;Hayır;Pazaryeri;MUS-0145
2026-02-09;ELK-001;Elektronik 1;Elektronik;1;3562,00;3555,03;2849,60;6,97;Hayır;Web;MUS-0349
2026-02-09;GIY-004;Giyim Ürünü 4;Giyim;2;199,00;386,64;218,90;11,36;Hayır;Web;MUS-0005
2026-02-09;AKS-001;Aksesuar 1;Aksesuar;2;309,00;589,71;278,10;28,29;Hayır;Pazaryeri;MUS-0340
2026-02-09;AYK-002;Ayakkabı 2;Ayakkabı;2;873,00;1684,14;1047,60;61,86;Hayır;Pazaryeri;MUS-0193
2026-02-09;AYK-003;Ayakkabı 3;Ayakkabı;3;492,00;1458,31;885,60;17,69;Hayır;Web;MUS-0094
2026-02-09;GIY-002;Giyim Ürünü 2;Giyim;1;601,00;566,88;330,55;34,12;Hayır;Web;MUS-0160
2026-02-09;AKS-004;Aksesuar 4;Aksesuar;2;241,00;443,93;216,90;38,07;Hayır;Pazaryeri;MUS-0187
2026-02-09;AYK-005;Ayakkabı 5;Ayakkabı;1;1105,00;1024,34;663,00;80,66;Hayır;Pazaryeri;MUS-0224
2026-02-10;AKS-003;Aksesuar 3;Aksesuar;1;182,00;169,58;81,90;12,42;Hayır;Web;MUS-0233
2026-02-10;ELK-002;Elektronik 2;Elektronik;1;4356,00;4157,09;3484,80;198,91;Hayır;Web;MUS-0324
2026-02-10;GIY-002;Giyim Ürünü 2;Giyim;1;699,00;676,84;384,45;22,16;Hayır;Mağaza;MUS-0090
2026-02-10;GIY-001;Giyim Ürünü 1;Giyim;2;478,00;931,11;525,80;24,89;Hayır;Mağaza;MUS-0251
2026-02-10;AKS-005;Aksesuar 5;Aksesuar;1;268,00;263,92;120,60;4,08;Hayır;Web;MUS-0189
2026-02-10;EVT-003;Ev Tekstili 3;Ev Tekstili;2;492,00;950,09;492,00;33,91;Hayır;Web;MUS-0070
2026-02-10;AKS-001;Aksesuar 1;Aksesuar;2;120,00;231,29;108,00;8,71;Hayır;Pazaryeri;MUS-0123
2026-02-10;GIY-003;Giyim Ürünü 3;Giyim;3;374,00;1055,93;617,10;66,07;Hayır;Web;MUS-0348
2026-02-10;GIY-003;Giyim Ürünü 3;Giyim;3;505,00;1499,90;833,25;15,10;Hayır;Mağaza;MUS-0184
2026-02-10;ELK-005;Elektronik 5;Elektronik;2;2082,00;4054,76;3331,20;109,24;Hayır;Web;MUS-0067
2026-02-10;GIY-004;Giyim Ürünü 4;Giyim;1;467,00;463,37;256,85;3,63;Hayır;Web;MUS-0339
2026-02-10;GIY-003;Giyim Ürünü 3;Giyim;3;481,00;1328,56;793,65;114,44;Hayır;Web;MUS-0061
2026-02-10;AYK-001;Ayakkabı 1;Ayakkabı;3;472,00;1399,33;849,60;16,67;Hayır;Mağaza;MUS-0224
2026-02-10;GIY-003;Giyim Ürünü 3;Giyim;3;697,00;2071,49;1150,05;19,51;Hayır;Pazaryeri;MUS-0074
2026-02-10;ELK-001;Elektronik 1;Elektronik;2;4008,00;7845,39;6412,80;170,61;Hayır;Web;MUS-0305
2026-02-10;GIY-003;Giyim Ürünü 3;Giyim;2;673,00;1284,75;740,30;61,25;Hayır;Web;MUS-0124
2026-02-10;GIY-003;Giyim Ürünü 3;Giyim;2;655,00;1246,40;720,50;63,60;Hayır;Pazaryeri;MUS-0225
2026-02-10;ELK-002;Elektronik 2;Elektronik;1;1283,00;1186,70;1026,40;96,30;Hayır;Mağaza;MUS-0009
2026-02-10;ELK-001;Elektronik 1;Elektronik;2;3281,00;6444,39;5249,60;117,61;Hayır;Pazaryeri;MUS-0268
2026-02-10;AYK-004;Ayakkabı 4;Ayakkabı;1;697,00;673,18;418,20;23,82;Hayır;Web;MUS-0188
2026-02-10;GIY-001;Giyim Ürünü 1;Giyim;1;554,00;532,23;304,70;21,77;Hayır;Web;MUS-0179
2026-02-10;AKS-004;Aksesuar 4;Aksesuar;2;329,00;627,83;296,10;30,17;Hayır;Pazaryeri;MUS-0298
2026-02-10;AKS-004;Aksesuar 4;Aksesuar;2;340,00;651,19;306,00;28,81;Hayır;Pazaryeri;MUS-0340
2026-02-11;EVT-004;Ev Tekstili 4;Ev Tekstili;3;853,00;2456,27;1279,50;102,73;Hayır;Mağaza;MUS-0248
2026-02-11;ELK-005;Elektronik 5;Elektronik;3;4015,00;11616,50;9636,00;428,50;Hayır;Pazaryeri;MUS-0173
2026-02-11;ELK-001;Elektronik 1;Elektronik;1;2779,00;2709,93;2223,20;69,07;Hayır;Pazaryeri;MUS-0068
2026-02-11;GIY-001;Giyim Ürünü 1;Giyim;3;333,00;940,27;549,45;58,73;Hayır;Pazaryeri;MUS-0066
2026-02-11;ELK-004;Elektronik 4;Elektronik;1;5376,00;5202,15;4300,80;173,85;Hayır;Mağaza;MUS-0146
2026-02-11;ELK-005;Elektronik 5;Elektronik;3;5986,00;17464,12;14366,40;493,88;Hayır;Web;MUS-0328
2026-02-11;AKS-003;Aksesuar 3;Aksesuar;3;180,00;517,46;243,00;22,54;Hayır;Mağaza;MUS-0082
2026-02-11;AYK-002;Ayakkabı 2;Ayakkabı;3;489,00;1446,43;880,20;20,57;Hayır;Pazaryeri;MUS-0293
2026-02-11;AKS-005;Aksesuar 5;Aksesuar;1;347,00;334,21;156,15;12,79;Hayır;Pazaryeri;MUS-0192
2026-02-11;AKS-004;Aksesuar 4;Aksesuar;2;262,00;490,77;235,80;33,23;Hayır;Mağaza;MUS-0051
2026-02-11;EVT-001;Ev Tekstili 1;Ev Tekstili;1;841,00;802,43;420,50;38,57;Hayır;Mağaza;MUS-0163
2026-02-11;AYK-005;Ayakkabı 5;Ayakkabı;2;455,00;884,93;546,00;25,07;Hayır;Web;MUS-0046
2026-02-11;GIY-002;Giyim Ürünü 2;Giyim;2;324,00;602,42;356,40;45,58;Hayır;Mağaza;MUS-0173
2026-02-11;EVT-002;Ev Tekstili 2;Ev Tekstili;1;776,00;761,84;388,00;14,16;Hayır;Mağaza;MUS-0218
2026-02-11;EVT-002;Ev Tekstili 2;Ev Tekstili;1;117,00;108,17;58,50;8,83;Hayır;Pazaryeri;MUS-0069
2026-02-11;GIY-002;Giyim Ürünü 2;Giyim;2;264,00;525,94;290,40;2,06;Hayır;Pazaryeri;MUS-0270
2026-02-11;GIY-002;Giyim Ürünü 2;Giyim;3;474,00;1403,92;782,10;18,08;Hayır;Mağaza;MUS-0258
2026-02-11;GIY-001;Giyim Ürünü 1;Giyim;3;697,00;2035,21;1150,05;55,79;Hayır;Pazaryeri;MUS-0249
2026-02-11;AKS-004;Aksesuar 4;Aksesuar;1;137,00;131,94;61,65;5,06;Hayır;Pazaryeri;MUS-0284
2026-02-11;AKS-004;Aksesuar 4;Aksesuar;3;325,00;905,77;438,75;69,23;Hayır;Pazaryeri;MUS-0233
2026-02-11;GIY-002;Giyim Ürünü 2;Giyim;3;571,00;1620,51;942,15;92,49;Hayır;Pazaryeri;MUS-0138
2026-02-11;AYK-002;Ayakkabı 2;Ayakkabı;2;375,00;731,34;450,00;18,66;Hayır;Mağaza;MUS-0200
2026-02-11;AKS-004;Aksesuar 4;Aksesuar;2;131,00;251,83;117,90;10,17;Hayır;Mağaza;MUS-0160
2026-02-12;GIY-003;Giyim Ürünü 3;Giyim;3;491,00;1361,48;810,15;111,52;Hayır;Mağaza;MUS-0134
2026-02-12;ELK-003;Elektronik 3;Elektronik;3;2237,00;6520,41;5368,80;190,59;Hayır;Mağaza;MUS-0144
2026-02-12;GIY-005;Giyim Ürünü 5;Giyim;3;355,00;1054,28;585,75;10,72;Hayır;Mağaza;MUS-0194
2026-02-12;AKS-001;Aksesuar 1;Aksesuar;2;241,00;457,22;216,90;24,78;Hayır;Mağaza;MUS-0035
2026-02-12;ELK-005;Elektronik 5;Elektronik;1;1159,00;1102,66;927,20;56,34;Hayır;Pazaryeri;MUS-0089
2026-02-12;GIY-001;Giyim Ürünü 1;Giyim;2;550,00;1074,25;605,00;25,75;Hayır;Web;MUS-0139
2026-02-12;AKS-003;Aksesuar 3;Aksesuar;2;180,00;337,49;162,00;22,51;Hayır;Web;MUS-0340
2026-02-12;AYK-001;Ayakkabı 1;Ayakkabı;2;1144,00;2171,96;1372,80;116,04;Hayır;Web;MUS-0057
2026-02-12;EVT-001;Ev Tekstili 1;Ev Tekstili;2;767,00;1462,29;767,00;71,71;Hayır;Web;MUS-0037
2026-02-12;GIY-001;Giyim Ürünü 1;Giyim;1;310,00;302,17;170,50;7,83;Hayır;Mağaza;MUS-0091
2026-02-12;GIY-004;Giyim Ürünü 4;Giyim;1;573,00;572,65;315,15;0,35;Hayır;Web;MUS-0090
2026-02-12;EVT-005;Ev Tekstili 5;Ev Tekstili;3;727,00;2174,59;1090,50;6,41;Hayır;Web;MUS-0027
2026-02-12;GIY-005;Giyim Ürünü 5;Giyim;2;538,00;1033,81;591,80;42,19;Hayır;Web;MUS-0227
2026-02-12;AYK-004;Ayakkabı 4;Ayakkabı;2;889,00;1695,43;1066,80;82,57;Hayır;Pazaryeri;MUS-0050
2026-02-12;ELK-003;Elektronik 3;Elektronik;3;1462,00;4185,48;3508,80;200,52;Hayır;Web;MUS-0036
2026-02-12;AKS-005;Aksesuar 5;Aksesuar;3;86,00;257,69;116,10;0,31;Hayır;Pazaryeri;MUS-0099
2026-02-12;AYK-003;Ayakkabı 3;Ayakkabı;3;472,00;1302,85;849,60;113,15;Hayır;Pazaryeri;MUS-0284
2026-02-12;EVT-001;Ev Tekstili 1;Ev Tekstili;3;390,00;1091,14;585,00;78,86;Hayır;Mağaza;MUS-0233
2026-02-12;AKS-003;Aksesuar 3;Aksesuar;2;191,00;360,58;171,90;21,42;Hayır;Mağaza;MUS-0232
2026-02-12;GIY-001;Giyim Ürünü 1;Giyim;1;182,00;81,90;100,10;100,10;Hayır;Mağaza;MUS-0225
2026-02-12;GIY-001;Giyim Ürünü 1;Giyim;3;338,00;456,30;557,70;557,70;Hayır;Pazaryeri;MUS-0289
2026-02-12;GIY-001;Giyim Ürünü 1;Giyim;2;622,00;559,80;684,20;684,20;Hayır;Web;MUS-0014
2026-02-12;GIY-001;Giyim Ürünü 1;Giyim;2;656,00;590,40;721,60;721,60;Hayır;Web;MUS-0083
2026-02-12;GIY-003;Giyim Ürünü 3;Giyim;2;397,00;357,30;436,70;436,70;Hayır;Mağaza;MUS-0091
2026-02-12;GIY-004;Giyim Ürünü 4;Giyim;3;309,00;417,15;509,85;509,85;Hayır;Web;MUS-0170
2026-02-12;GIY-003;Giyim Ürünü 3;Giyim;2;646,00;581,40;710,60;710,60;Hayır;Web;MUS-0241
2026-02-12;GIY-003;Giyim Ürünü 3;Giyim;1;495,00;222,75;272,25;272,25;Hayır;Web;MUS-0273
2026-02-12;GIY-002;Giyim Ürünü 2;Giyim;2;292,00;262,80;321,20;321,20;Hayır;Web;MUS-0012
2026-02-12;GIY-005;Giyim Ürünü 5;Giyim;1;670,00;301,50;368,50;368,50;Hayır;Pazaryeri;MUS-0122
2026-02-12;GIY-005;Giyim Ürünü 5;Giyim;3;424,00;572,40;699,60;699,60;Hayır;Web;MUS-0050
2026-02-12;GIY-002;Giyim Ürünü 2;Giyim;1;344,00;154,80;189,20;189,20;Hayır;Pazaryeri;MUS-0029
2026-02-12;GIY-001;Giyim Ürünü 1;Giyim;1;347,00;156,15;190,85;190,85;Hayır;Pazaryeri;MUS-0244
2026-02-12;GIY-003;Giyim Ürünü 3;Giyim;2;184,00;165,60;202,40;202,40;Hayır;Mağaza;MUS-0111
2026-02-12;GIY-003;Giyim Ürünü 3;Giyim;2;375,00;337,50;412,50;412,50;Hayır;Web;MUS-0241
2026-02-12;GIY-002;Giyim Ürünü 2;Giyim;3;437,00;589,95;721,05;721,05;Hayır;Mağaza;MUS-0162
2026-02-12;GIY-001;Giyim Ürünü 1;Giyim;1;401,00;180,45;220,55;220,55;Hayır;Web;MUS-0031
2026-02-12;GIY-002;Giyim Ürünü 2;Giyim;2;367,00;330,30;403,70;403,70;Hayır;Mağaza;MUS-0296
2026-02-12;GIY-002;Giyim Ürünü 2;Giyim;3;499,00;673,65;823,35;823,35;Hayır;Pazaryeri;MUS-0248
2026-02-12;GIY-001;Giyim Ürünü 1;Giyim;1;242,00;108,90;133,10;133,10;Hayır;Pazaryeri;MUS-0276
2026-02-12;GIY-004;Giyim Ürünü 4;Giyim;2;192,00;172,80;211,20;211,20;Hayır;Web;MUS-0263
2026-02-12;GIY-002;Giyim Ürünü 2;Giyim;1;332,00;149,40;182,60;182,60;Hayır;Mağaza;MUS-0208
2026-02-12;GIY-005;Giyim Ürünü 5;Giyim;3;249,00;336,15;410,85;410,85;Hayır;Web;MUS-0147
2026-02-12;GIY-005;Giyim Ürünü 5;Giyim;1;469,00;211,05;257,95;257,95;Hayır;Web;MUS-0269
2026-02-12;GIY-003;Giyim Ürünü 3;Giyim;3;283,00;382,05;466,95;466,95;Hayır;Pazaryeri;MUS-0018
2026-02-12;GIY-004;Giyim Ürünü 4;Giyim;3;323,00;436,05;532,95;532,95;Hayır;Mağaza;MUS-0322
2026-02-12;GIY-004;Giyim Ürünü 4;Giyim;2;422,00;379,80;464,20;464,20;Hayır;Web;MUS-0144
2026-02-12;GIY-001;Giyim Ürünü 1;Giyim;3;418,00;564,30;689,70;689,70;Hayır;Web;MUS-0005
2026-02-12;GIY-002;Giyim Ürünü 2;Giyim;3;604,00;815,40;996,60;996,60;Hayır;Web;MUS-0134
2026-02-12;GIY-005;Giyim Ürünü 5;Giyim;1;386,00;173,70;212,30;212,30;Hayır;Pazaryeri;MUS-0261
2026-02-12;GIY-004;Giyim Ürünü 4;Giyim;1;459,00;206,55;252,45;252,45;Hayır;Mağaza;MUS-0189
2026-02-12;GIY-005;Giyim Ürünü 5;Giyim;1;552,00;248,40;303,60;303,60;Hayır;Web;MUS-0034
2026-02-12;GIY-003;Giyim Ürünü 3;Giyim;2;349,00;314,10;383,90;383,90;Hayır;Mağaza;MUS-0182
2026-02-12;GIY-003;Giyim Ürünü 3;Giyim;3;509,00;687,15;839,85;839,85;Hayır;Web;MUS-0085
2026-02-12;GIY-002;Giyim Ürünü 2;Giyim;3;304,00;410,40;501,60;501,60;Hayır;Pazaryeri;MUS-0213
2026-02-12;GIY-001;Giyim Ürünü 1;Giyim;1;346,00;155,70;190,30;190,30;Hayır;Pazaryeri;MUS-0056
2026-02-12;GIY-004;Giyim Ürünü 4;Giyim;3;497,00;670,95;820,05;820,05;Hayır;Pazaryeri;MUS-0135
2026-02-12;GIY-002;Giyim Ürünü 2;Giyim;1;165,00;74,25;90,75;90,75;Hayır;Mağaza;MUS-0062
2026-02-12;GIY-003;Giyim Ürünü 3;Giyim;2;546,00;491,40;600,60;600,60;Hayır;Pazaryeri;MUS-0200
2026-02-12;GIY-001;Giyim Ürünü 1;Giyim;2;247,00;222,30;271,70;271,70;Hayır;Pazaryeri;MUS-0233
2026-02-12;GIY-001;Giyim Ürünü 1;Giyim;1;403,00;181,35;221,65;221,65;Hayır;Pazaryeri;MUS-0185
2026-02-12;GIY-004;Giyim Ürünü 4;Giyim;3;284,00;383,40;468,60;468,60;Hayır;Pazaryeri;MUS-0239
2026-02-12;GIY-004;Giyim Ürünü 4;Giyim;2;488,00;439,20;536,80;536,80;Hayır;Web;MUS-0114
2026-02-12;GIY-003;Giyim Ürünü 3;Giyim;1;491,00;220,95;270,05;270,05;Hayır;Web;MUS-0009
2026-02-12;GIY-004;Giyim Ürünü 4;Giyim;1;554,00;249,30;304,70;304,70;Hayır;Mağaza;MUS-0254
2026-02-12;GIY-002;Giyim Ürünü 2;Giyim;3;465,00;627,75;767,25;767,25;Hayır;Web;MUS-0256
2026-02-12;GIY-001;Giyim Ürünü 1;Giyim;2;233,00;209,70;256,30;256,30;Hayır;Mağaza;MUS-0003
2026-02-12;GIY-001;Giyim Ürünü 1;Giyim;1;446,00;200,70;245,30;245,30;Hayır;Web;MUS-0272
2026-02-12;GIY-005;Giyim Ürünü 5;Giyim;2;218,00;196,20;239,80;239,80;Hayır;Pazaryeri;MUS-0140
2026-02-12;GIY-003;Giyim Ürünü 3;Giyim;1;284,00;127,80;156,20;156,20;Hayır;Web;MUS-0126
2026-02-12;GIY-002;Giyim Ürünü 2;Giyim;2;323,00;290,70;355,30;355,30;Hayır;Pazaryeri;MUS-0138
2026-02-12;GIY-005;Giyim Ürünü 5;Giyim;1;412,00;185,40;226,60;226,60;Hayır;Web;MUS-0223
2026-02-12;GIY-004;Giyim Ürünü 4;Giyim;3;191,00;257,85;315,15;315,15;Hayır;Pazaryeri;MUS-0255
2026-02-12;GIY-002;Giyim Ürünü 2;Giyim;3;199,00;268,65;328,35;328,35;Hayır;Mağaza;MUS-0343
2026-02-12;GIY-002;Giyim Ürünü 2;Giyim;1;619,00;278,55;340,45;340,45;Hayır;Web;MUS-0277
2026-02-12;GIY-002;Giyim Ürünü 2;Giyim;2;430,00;387,00;473,00;473,00;Hayır;Web;MUS-0256
2026-02-12;GIY-002;Giyim Ürünü 2;Giyim;3;471,00;635,85;777,15;777,15;Hayır;Pazaryeri;MUS-0233
2026-02-12;GIY-002;Giyim Ürünü 2;Giyim;2;515,00;463,50;566,50;566,50;Hayır;Mağaza;MUS-0224
2026-02-12;GIY-005;Giyim Ürünü 5;Giyim;3;364,00;491,40;600,60;600,60;Hayır;Web;MUS-0195
2026-02-12;GIY-004;Giyim Ürünü 4;Giyim;2;206,00;185,40;226,60;226,60;Hayır;Mağaza;MUS-0083
2026-02-12;GIY-002;Giyim Ürünü 2;Giyim;3;331,00;446,85;546,15;546,15;Hayır;Pazaryeri;MUS-0307
2026-02-12;GIY-004;Giyim Ürünü 4;Giyim;3;208,00;280,80;343,20;343,20;Hayır;Pazaryeri;MUS-0141
2026-02-12;GIY-004;Giyim Ürünü 4;Giyim;1;275,00;123,75;151,25;151,25;Hayır;Mağaza;MUS-0072
2026-02-12;GIY-001;Giyim Ürünü 1;Giyim;1;478,00;215,10;262,90;262,90;Hayır;Mağaza;MUS-0340
2026-02-12;GIY-003;Giyim Ürünü 3;Giyim;2;242,00;217,80;266,20;266,20;Hayır;Mağaza;MUS-0132
2026-02-12;GIY-002;Giyim Ürünü 2;Giyim;2;343,00;308,70;377,30;377,30;Hayır;Mağaza;MUS-0021
2026-02-12;GIY-004;Giyim Ürünü 4;Giyim;3;447,00;603,45;737,55;737,55;Hayır;Pazaryeri;MUS-0080
2026-02-12;GIY-002;Giyim Ürünü 2;Giyim;1;243,00;109,35;133,65;133,65;Hayır;Pazaryeri;MUS-0003
2026-02-12;GIY-003;Giyim Ürünü 3;Giyim;3;627,00;846,45;1034,55;1034,55;Hayır;Pazaryeri;MUS-0151
2026-02-12;GIY-002;Giyim Ürünü 2;Giyim;1;188,00;84,60;103,40;103,40;Hayır;Mağaza;MUS-0300
2026-02-12;GIY-001;Giyim Ürünü 1;Giyim;1;415,00;186,75;228,25;228,25;Hayır;Web;MUS-0327
2026-02-12;GIY-003;Giyim Ürünü 3;Giyim;1;428,00;192,60;235,40;235,40;Hayır;Pazaryeri;MUS-0184
2026-02-12;GIY-001;Giyim Ürünü 1;Giyim;1;171,00;76,95;94,05;94,05;Hayır;Web;MUS-0100
2026-02-12;GIY-001;Giyim Ürünü 1;Giyim;1;339,00;152,55;186,45;186,45;Hayır;Mağaza;MUS-0186
2026-02-12;GIY-001;Giyim Ürünü 1;Giyim;1;389,00;175,05;213,95;213,95;Hayır;Pazaryeri;MUS-0295
2026-02-12;GIY-005;Giyim Ürünü 5;Giyim;1;455,00;204,75;250,25;250,25;Hayır;Mağaza;MUS-0186
2026-02-12;GIY-005;Giyim Ürünü 5;Giyim;3;387,00;522,45;638,55;638,55;Hayır;Pazaryeri;MUS-0139
2026-02-12;GIY-002;Giyim Ürünü 2;Giyim;2;285,00;256,50;313,50;313,50;Hayır;Mağaza;MUS-0278
2026-02-12;GIY-005;Giyim Ürünü 5;Giyim;3;153,00;206,55;252,45;252,45;Hayır;Pazaryeri;MUS-0336
2026-02-12;GIY-004;Giyim Ürünü 4;Giyim;3;530,00;715,50;874,50;874,50;Hayır;Pazaryeri;MUS-0330
2026-02-13;AYK-003;Ayakkabı 3;Ayakkabı;3;1026,00;2867,62;1846,80;210,38;Hayır;Mağaza;MUS-0349
2026-02-13;GIY-005;Giyim Ürünü 5;Giyim;2;394,00;782,75;433,40;5,25;Hayır;Web;MUS-0270
2026-02-13;GIY-003;Giyim Ürünü 3;Giyim;1;522,00;521,13;287,10;0,87;Hayır;Web;MUS-0095
2026-02-13;AYK-002;Ayakkabı 2;Ayakkabı;1;969,00;925,03;581,40;43,97;Hayır;Mağaza;MUS-0059
2026-02-13;GIY-001;Giyim Ürünü 1;Giyim;1;208,00;197,50;114,40;10,50;Hayır;Web;MUS-0090
2026-02-13;AKS-004;Aksesuar 4;Aksesuar;3;269,00;777,66;363,15;29,34;Hayır;Mağaza;MUS-0203
2026-02-13;EVT-004;Ev Tekstili 4;Ev Tekstili;2;517,00;1013,78;517,00;20,22;Hayır;Web;MUS-0288
